Stock,EventD,ER_Date,ER_A/B,Div_Date,OptionEX,OView,Buy_%,Sell_%,C/P,Strike,StockV,Rank,Avg_Price,Volume,OIa,OI_Change,MillionD,MaxD,Huge
ZGNX,180719.0,,,,180720.0,Down,35.71,64.29,C,40.0,58.95,147.0,19.087,14.0,1636.0,-250.0,-0.47700000000000004,0.47700000000000004,1---1
TLRD,180719.0,,,20180917.0,180720.0,Up,2.65,97.35,P,30.0,23.33,78.0,6.83,1020.0,1989.0,-697.0,-0.47600000000000003,0.47600000000000003,1---1
CCI,180719.0,20181016.0,amc,,180720.0,Up,87.46,12.32,C,105.0,111.03,106.0,5.928,885.0,2830.0,-802.0,-0.475,0.475,1---1
PII,180719.0,20180725.0,bmo,,180817.0,Down,99.76,0.24,P,120.0,122.93,102.0,3.79,1257.0,107.0,1251.0,0.474,0.474,1---1
IMMU,180719.0,,,,180720.0,Up,100.0,0.0,C,15.0,26.0,173.0,11.0,4.0,1697.0,-429.0,-0.47200000000000003,0.47200000000000003,1---1
MT,180719.0,,,,180921.0,Up,81.71,18.06,C,32.0,29.82,93.0,0.883,8374.0,10629.0,5280.0,0.466,0.466,2---2
CLX,180719.0,20180802.0,bmo,20180731.0,180817.0,Up,0.0,86.27,P,135.0,130.34,97.0,6.897,750.0,93.0,675.0,0.466,0.466,2---2
MDCO,180719.0,20180807.0,bmo,,180817.0,Down,2.29,97.71,C,41.0,40.08,98.0,2.31,2055.0,1510.0,1979.0,0.457,0.457,1---1
MDCO,180719.0,20180807.0,bmo,,180720.0,Down,0.0,100.0,C,38.0,40.08,105.0,1.9,2000.0,2063.0,-1950.0,-0.371,0.457,1---1
CVRR,180719.0,20180725.0,amc,,181221.0,Down,50.2,49.8,P,30.0,23.3,78.0,8.922,502.0,298.0,502.0,0.44799999999999995,0.44799999999999995,1---1
SEDG,180719.0,,,,180817.0,Up,1.66,98.34,P,55.0,54.3,99.0,4.537,1023.0,255.0,973.0,0.441,0.441,1---1
SEDG,180719.0,,,,180817.0,Down,1.46,97.57,C,55.0,54.3,99.0,3.477,1028.0,1622.0,1007.0,0.35,0.441,1---1
UNP,180719.0,20180719.0,bmo,,190118.0,Up,7.24,92.76,P,140.0,140.41,100.0,8.169,539.0,681.0,536.0,0.43799999999999994,0.43799999999999994,1---2
DNKN,180719.0,20180726.0,bmo,,180817.0,Down,1.68,98.32,C,75.0,72.25,96.0,1.22,3568.0,1571.0,3556.0,0.434,0.434,1---1
BRZU,180719.0,,,,180817.0,Up,1.83,98.17,P,23.0,21.86,95.0,3.575,1201.0,2333.0,1200.0,0.429,0.429,1---1
X,180719.0,20180801.0,amc,,180817.0,Up,1.59,36.13,P,37.0,36.93,100.0,2.037,3213.0,2744.0,2093.0,0.426,0.426,1---2
DVN,180719.0,20180731.0,amc,20180913.0,181019.0,Down,0.05,99.95,C,47.0,44.14,94.0,2.004,2207.0,2113.0,2081.0,0.41700000000000004,0.41700000000000004,1---1
DVN,180719.0,20180731.0,amc,20180913.0,181019.0,Down,1.37,92.02,C,48.0,44.14,92.0,1.653,2043.0,3512.0,2020.0,0.33399999999999996,0.41700000000000004,1---1
COF,180719.0,20180719.0,amc,,180720.0,Up,65.61,33.0,C,94.0,95.37,101.0,2.779,1582.0,121.0,1491.0,0.414,0.414,1---1
MDT,180719.0,20180821.0,bmo,,180817.0,Up,51.98,47.57,C,90.0,88.42,98.0,0.775,5668.0,26887.0,5212.0,0.40399999999999997,0.40399999999999997,2---2
GME,180719.0,20180822.0,amc,,180817.0,Down,91.9,0.0,P,16.0,14.92,93.0,1.39,3000.0,222.0,2901.0,0.40299999999999997,0.40299999999999997,1---1
EQIX,180719.0,20180808.0,amc,,180817.0,Down,2.72,97.01,C,440.0,437.19,99.0,11.05,368.0,200.0,365.0,0.40299999999999997,0.40299999999999997,1---1
CTSH,180719.0,20180802.0,bmo,,200117.0,Down,100.0,0.0,P,80.0,82.38,103.0,8.0,500.0,149.0,498.0,0.39799999999999996,0.39799999999999996,1---1
TRN,180719.0,20180725.0,amc,,181019.0,Down,0.15,0.0,P,34.0,35.85,105.0,1.2,3309.0,91.0,3309.0,0.397,0.397,1---1
XLB,180719.0,,,,180921.0,Up,95.71,2.3,C,60.0,58.53,98.0,0.7609999999999999,5224.0,5495.0,5196.0,0.395,0.395,1---1
AAP,180719.0,20180813.0,bmo,,180817.0,Up,98.89,1.03,C,150.0,143.37,96.0,3.1260000000000003,1266.0,118.0,1264.0,0.395,0.395,1---1
PAGS,180719.0,20180831.0,bmo,,180817.0,Up,97.55,2.45,C,25.0,25.5,102.0,2.289,1754.0,20797.0,1699.0,0.389,0.389,1---1
HBI,180719.0,20180801.0,bmo,,180817.0,Up,6.85,3.74,C,23.0,22.2,97.0,0.63,6733.0,1323.0,6118.0,0.385,0.385,1---1
ENR,180719.0,20180801.0,bmo,,180817.0,Up,0.0,96.0,P,65.0,63.37,97.0,3.08,1375.0,17.0,1243.0,0.38299999999999995,0.38299999999999995,1---1
VRTX,180719.0,20180725.0,amc,,180720.0,Up,69.13,17.04,C,165.0,180.12,109.0,14.462,622.0,1170.0,-264.0,-0.382,0.382,1---1
VNOM,180719.0,20180730.0,amc,,180720.0,Down,4.26,95.74,C,30.0,31.75,106.0,1.6,47.0,8064.0,-2368.0,-0.379,0.379,1---1
CELG,180719.0,20180726.0,bmo,,180720.0,Down,39.41,57.94,C,80.0,85.34,107.0,5.471,340.0,36187.0,-693.0,-0.379,0.379,2---2
HEAR,180719.0,20180806.0,amc,,180817.0,Down,97.16,1.19,P,25.0,26.1,104.0,2.825,1340.0,76.0,1327.0,0.375,0.375,1---1
CMG,180719.0,20180726.0,amc,,180817.0,Up,40.09,57.27,P,455.0,454.83,100.0,18.77,227.0,678.0,200.0,0.375,0.375,1---1
CMG,180719.0,20180726.0,amc,,180727.0,Down,58.47,27.42,P,455.0,454.83,100.0,15.672,248.0,194.0,202.0,0.317,0.375,1---1
HCLP,180719.0,20180731.0,amc,,180720.0,Up,23.16,73.45,P,12.5,11.4,91.0,1.28,177.0,5673.0,-2881.0,-0.369,0.369,1---1
IBB,180719.0,,,,180727.0,Down,89.56,9.61,P,118.0,118.35,100.0,1.1,3372.0,36.0,3286.0,0.36200000000000004,0.36200000000000004,1---2
SLB,180719.0,20180720.0,bmo,,180817.0,Up,43.82,31.62,C,70.0,66.92,96.0,0.77,7426.0,10525.0,4689.0,0.361,0.361,1---1
SLB,180719.0,20180720.0,bmo,,180817.0,Up,1.27,6.34,P,70.0,66.92,96.0,3.6489999999999996,867.0,1984.0,825.0,0.301,0.361,1---1
AVB,180719.0,20180730.0,amc,,181019.0,Up,21.09,73.47,P,165.0,172.4,104.0,2.92,1342.0,60.0,1234.0,0.36,0.36,1---1
AEL,180719.0,20180806.0,amc,,190215.0,Up,100.0,0.0,C,35.0,35.15,100.0,2.875,1250.0,1503.0,1250.0,0.359,0.359,2---2
CE,180719.0,20180719.0,amc,,180817.0,Down,48.41,51.27,C,105.0,109.98,105.0,6.131,630.0,24.0,584.0,0.358,0.358,1---1
AXGN,180719.0,,,,181019.0,Down,0.0,100.0,C,60.0,55.2,92.0,3.65,1000.0,41.0,981.0,0.358,0.358,1---1
AEO,180719.0,20180821.0,bmo,,180824.0,Up,98.42,0.47,C,24.0,24.49,102.0,1.59,2344.0,1357.0,2250.0,0.358,0.358,1---1
SGEN,180719.0,20180726.0,amc,,181221.0,Up,99.81,0.19,C,70.0,70.52,101.0,6.876,524.0,289.0,516.0,0.355,0.355,1---1
AON,180719.0,20180727.0,bmo,,180817.0,Up,14.5,10.71,C,145.0,146.15,101.0,3.498,1186.0,1661.0,-1007.0,-0.35200000000000004,0.35200000000000004,2---2
SNE,180719.0,,,,180817.0,Up,93.99,5.73,C,55.0,52.63,96.0,1.047,3544.0,834.0,3349.0,0.35100000000000003,0.35100000000000003,1---1
PYPL,180719.0,20180725.0,amc,,190118.0,Down,0.0,100.0,C,95.0,87.38,92.0,4.15,1007.0,6183.0,840.0,0.349,0.349,1---1
OCN,180719.0,20180726.0,bmo,,181019.0,Up,14.0,0.0,C,3.5,4.39,125.0,1.054,100.0,7345.0,-3300.0,-0.348,0.348,2---2
SHOP,180719.0,,,,181019.0,Down,2.23,97.77,C,185.0,171.75,93.0,9.698,359.0,235.0,358.0,0.34700000000000003,0.34700000000000003,2---2
FDX,180719.0,20180917.0,amc,,181019.0,Down,39.69,60.31,C,200.0,236.55,118.0,38.086,131.0,365.0,91.0,0.34700000000000003,0.34700000000000003,2---2
CTAS,180719.0,20180719.0,amc,,180720.0,Up,3.49,95.6,P,185.0,193.68,105.0,1.69,2408.0,433.0,2049.0,0.34600000000000003,0.34600000000000003,2---2
CTAS,180719.0,20180719.0,amc,,180720.0,Down,97.46,1.81,P,190.0,193.68,102.0,3.16,1102.0,304.0,964.0,0.305,0.34600000000000003,2---2
HIIQ,180719.0,20180731.0,amc,,180817.0,Down,0.4,98.35,C,35.0,32.35,92.0,1.672,2245.0,460.0,2049.0,0.34299999999999997,0.34299999999999997,1---1
HIIQ,180719.0,20180731.0,amc,,180817.0,Down,99.6,0.4,P,30.0,32.35,108.0,1.3,2511.0,385.0,2501.0,0.325,0.34299999999999997,1---1
CXO,180719.0,20180801.0,amc,,180817.0,Down,2.24,95.65,C,150.0,148.27,99.0,5.678,758.0,1059.0,600.0,0.341,0.341,1---1
SKT,180719.0,20180731.0,amc,20180730.0,180817.0,Down,100.0,0.0,P,25.0,23.73,95.0,1.828,2008.0,199.0,1840.0,0.336,0.336,1---1
IRBT,180719.0,20180724.0,amc,,181221.0,Down,0.0,39.21,C,80.0,77.89,97.0,8.798,380.0,88.0,380.0,0.33399999999999996,0.33399999999999996,1---1
WUBA,180719.0,20180820.0,bmo,,181019.0,Up,0.55,99.45,P,70.0,62.48,89.0,9.325,361.0,1450.0,355.0,0.331,0.331,1---1
FTI,180719.0,,,,180817.0,Up,74.12,22.93,C,33.0,30.1,91.0,0.623,8626.0,1862.0,5213.0,0.325,0.325,1---1
TDOC,180719.0,20180801.0,amc,,180720.0,Up,80.16,19.84,C,55.0,70.4,128.0,15.354000000000001,126.0,521.0,-211.0,-0.324,0.324,1---1
PM,180719.0,20180719.0,bmo,,180817.0,Down,7.18,91.17,C,85.0,80.9,95.0,0.299,11340.0,3274.0,10794.0,0.32299999999999995,0.32299999999999995,2---2
ERJ,180719.0,,,,180720.0,Up,0.0,100.0,P,25.0,21.72,87.0,3.29,1.0,4494.0,-972.0,-0.32,0.32,1---1
SPB,180719.0,20180726.0,bmo,,180720.0,Up,0.0,100.0,P,85.0,77.4,91.0,7.375,400.0,851.0,-432.0,-0.319,0.319,2---2
AVGO,180719.0,20180820.0,amc,,180921.0,Up,39.88,35.55,C,210.0,210.37,100.0,10.885,647.0,3872.0,-283.0,-0.308,0.318,2---2
AVGO,180719.0,20180820.0,amc,,190118.0,Up,100.0,0.0,C,150.0,210.37,140.0,62.2,50.0,172.0,-50.0,-0.311,0.318,2---2
AVGO,180719.0,20180820.0,amc,,190118.0,Down,18.5,77.0,C,200.0,210.37,105.0,22.586,200.0,1989.0,-141.0,-0.318,0.318,2---2
ACAD,180719.0,20180806.0,amc,,180817.0,Down,99.33,0.22,P,17.0,17.08,100.0,1.505,2226.0,336.0,2090.0,0.315,0.315,1---1
DM,180719.0,20180801.0,bmo,,181116.0,Down,12.12,84.23,C,15.0,16.85,112.0,3.0610000000000004,2822.0,2167.0,-1026.0,-0.314,0.314,1---1
TNDM,180719.0,20180730.0,amc,,180720.0,Up,52.94,47.06,C,22.5,26.61,118.0,4.088,34.0,851.0,-741.0,-0.303,0.303,2---2
HD,180719.0,20180814.0,bmo,,180720.0,Down,32.68,65.59,C,200.0,202.63,101.0,2.336,7892.0,14149.0,1290.0,0.301,0.301,1---1
AABA,180718.0,20180815.0,amc,,180817.0,Down,100.0,0.0,P,100.0,74.66,75.0,25.355999999999998,27509.0,129556.0,21026.0,53.313,53.313,1---1
AABA,180718.0,20180815.0,amc,,180720.0,Down,100.0,0.0,P,80.0,74.66,93.0,4.88,1.0,3990.0,-747.0,-0.365,53.313,1---1
MELI,180718.0,20180808.0,amc,,180817.0,Up,0.29,99.71,P,270.0,369.35,137.0,1.893,3818.0,61.0,3809.0,0.721,30.669,1---1
MELI,180718.0,20180808.0,amc,,180720.0,Down,4.26,95.65,C,380.0,369.35,97.0,2.9410000000000003,2439.0,137.0,2153.0,0.633,30.669,1---1
MELI,180718.0,20180808.0,amc,,180921.0,Up,99.11,0.8,C,340.0,369.35,109.0,50.173,1128.0,6086.0,-274.0,-1.375,30.669,1---1
MELI,180718.0,20180808.0,amc,,180720.0,Up,100.0,0.0,C,270.0,369.35,137.0,102.4,3800.0,4442.0,-2995.0,-30.669,30.669,1---1
BRKB,180718.0,,,,200117.0,Up,94.31,5.65,C,150.0,,,60.081,4849.0,12407.0,4800.0,28.839000000000002,28.839000000000002,1---1
BRKB,180718.0,,,,200117.0,Up,85.91,12.05,C,220.0,,,12.243,4911.0,10298.0,4826.0,5.909,28.839000000000002,1---1
BRKB,180718.0,,,,180817.0,Down,67.57,31.98,P,200.0,,,3.6289999999999996,19313.0,16.0,13212.0,4.794,28.839000000000002,1---1
BRKB,180718.0,,,,180817.0,Down,26.09,73.39,C,200.0,,,3.362,13999.0,1419.0,13124.0,4.413,28.839000000000002,1---1
BRKB,180718.0,,,,190118.0,Up,73.2,26.8,C,85.0,,,115.542,97.0,4473.0,97.0,1.121,28.839000000000002,1---1
BRKB,180718.0,,,,181221.0,Up,24.13,75.2,P,180.0,,,2.388,1637.0,395.0,1571.0,0.375,28.839000000000002,1---1
BRKB,180718.0,,,,180921.0,Up,64.77,29.67,C,200.0,,,5.466,2282.0,5120.0,601.0,0.32799999999999996,28.839000000000002,1---1
BRKB,180718.0,,,,180831.0,Up,56.3,22.22,C,155.0,,,45.592,135.0,270.0,-66.0,-0.301,28.839000000000002,1---1
BRKB,180718.0,,,,180720.0,Up,88.92,10.45,C,190.0,,,8.017000000000001,957.0,2454.0,-740.0,-0.593,28.839000000000002,1---1
BRKB,180718.0,,,,190118.0,Down,34.25,38.36,C,120.0,,,80.437,146.0,2201.0,-78.0,-0.627,28.839000000000002,1---1
BRKB,180718.0,,,,190118.0,Up,80.22,19.12,C,200.0,,,10.785,1208.0,9785.0,-757.0,-0.816,28.839000000000002,1---1
BRKB,180718.0,,,,190118.0,Up,93.12,5.01,C,175.0,,,28.255,4828.0,8975.0,-3728.0,-10.533,28.839000000000002,1---1
BRKB,180718.0,,,,190118.0,Up,83.7,15.82,C,125.0,,,75.17399999999999,4817.0,14073.0,-3723.0,-27.987,28.839000000000002,1---1
AMZN,180718.0,20180726.0,amc,,180817.0,Down,0.28,99.72,C,1780.0,1842.92,104.0,103.55,2508.0,224.0,2450.0,25.37,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180817.0,Down,99.52,0.48,P,1780.0,1842.92,104.0,37.402,2522.0,198.0,2497.0,9.339,25.37,1---1
AMZN,180718.0,20180726.0,amc,,200619.0,Up,73.95,26.05,C,1800.0,1842.92,102.0,388.68300000000005,119.0,273.0,115.0,4.47,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180921.0,Up,56.58,41.56,C,1800.0,1842.92,102.0,113.569,486.0,1085.0,253.0,2.873,25.37,1---1
AMZN,180718.0,20180726.0,amc,,200117.0,Up,64.71,35.29,C,1920.0,1842.92,96.0,276.472,119.0,276.0,100.0,2.765,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,1.47,98.24,C,1790.0,1842.92,103.0,82.399,340.0,569.0,259.0,2.134,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Down,0.0,1.1,C,1780.0,1842.92,104.0,195.915,91.0,1250.0,91.0,1.7830000000000001,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,19.81,73.89,C,1797.5,1842.92,103.0,48.33,540.0,250.0,355.0,1.716,25.37,1---1
AMZN,180718.0,20180726.0,amc,,181116.0,Up,23.89,73.01,P,1830.0,1842.92,101.0,112.4,226.0,281.0,139.0,1.5619999999999998,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Up,100.0,0.0,C,365.0,1842.92,505.0,1484.365,10.0,3161.0,10.0,1.484,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,37.28,3.76,P,1835.0,1842.92,100.0,46.532,346.0,149.0,317.0,1.475,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Up,94.74,3.51,C,1600.0,1842.92,115.0,320.624,57.0,3464.0,45.0,1.443,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,35.76,0.95,P,1832.5,1842.92,101.0,45.638999999999996,316.0,18.0,309.0,1.41,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,1.75,98.25,C,1795.0,1842.92,103.0,77.869,171.0,233.0,166.0,1.2930000000000001,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Up,100.0,0.0,C,1790.0,1842.92,103.0,191.46,90.0,329.0,62.0,1.187,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Down,38.92,56.29,C,1800.0,1842.92,102.0,185.50799999999998,167.0,6307.0,64.0,1.187,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,1.32,94.04,C,1785.0,1842.92,103.0,85.061,151.0,312.0,128.0,1.089,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Down,95.24,4.76,P,1840.0,1842.92,100.0,134.774,84.0,57.0,76.0,1.024,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,28.12,69.87,C,1900.0,1842.92,97.0,27.363000000000003,697.0,631.0,348.0,0.9520000000000001,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,53.34,44.56,P,1840.0,1842.92,100.0,11.755,3943.0,790.0,779.0,0.9159999999999999,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,52.57,43.6,C,1842.5,1842.92,100.0,14.045,2273.0,247.0,577.0,0.81,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,51.65,45.88,C,1800.0,1842.92,102.0,45.647,2478.0,3853.0,174.0,0.794,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,12.9,87.1,C,1780.0,1842.92,104.0,86.447,124.0,211.0,88.0,0.7609999999999999,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180921.0,Up,0.0,100.0,P,2220.0,1842.92,83.0,377.74,21.0,4.0,20.0,0.755,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Up,100.0,0.0,C,600.0,1842.92,307.0,1253.943,6.0,266.0,6.0,0.752,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,50.11,48.36,P,1850.0,1842.92,100.0,15.66,2219.0,720.0,473.0,0.741,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180817.0,Down,27.35,70.4,C,1840.0,1842.92,100.0,69.009,223.0,930.0,106.0,0.731,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180921.0,Down,32.77,66.1,C,1850.0,1842.92,100.0,87.12700000000001,177.0,184.0,81.0,0.706,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Up,84.04,12.77,C,1900.0,1842.92,97.0,134.571,94.0,1429.0,51.0,0.6859999999999999,25.37,1---1
AMZN,180718.0,20180726.0,amc,,181019.0,Down,94.71,3.53,P,1700.0,1842.92,108.0,43.004,170.0,791.0,155.0,0.667,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,52.85,41.9,C,1860.0,1842.92,99.0,6.625,9775.0,2175.0,999.0,0.662,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Up,100.0,0.0,C,1770.0,1842.92,104.0,201.085,32.0,122.0,32.0,0.643,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180803.0,Up,40.63,54.17,P,1840.0,1842.92,100.0,55.35,192.0,60.0,116.0,0.642,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Up,0.0,100.0,P,2120.0,1842.92,87.0,280.063,22.0,2.0,22.0,0.616,25.37,1---1
AMZN,180718.0,20180726.0,amc,,200619.0,Up,4.76,95.24,P,1900.0,1842.92,97.0,289.1,21.0,31.0,21.0,0.607,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,29.33,61.45,C,1805.0,1842.92,102.0,41.876000000000005,358.0,644.0,145.0,0.607,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,36.36,62.42,C,1820.0,1842.92,101.0,62.406000000000006,165.0,446.0,92.0,0.574,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,41.43,53.8,C,1870.0,1842.92,99.0,4.191,5467.0,2776.0,1299.0,0.544,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,34.77,62.84,C,1850.0,1842.92,100.0,48.556000000000004,627.0,724.0,109.0,0.529,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Down,85.71,14.29,P,1880.0,1842.92,98.0,155.241,35.0,34.0,32.0,0.49700000000000005,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180810.0,Down,28.21,69.23,C,1850.0,1842.92,100.0,59.592,117.0,106.0,83.0,0.495,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,47.11,48.38,P,1845.0,1842.92,100.0,13.175,1263.0,307.0,375.0,0.494,25.37,1---1
AMZN,180718.0,20180726.0,amc,,181019.0,Up,91.25,8.75,C,1920.0,1842.92,96.0,73.23,80.0,352.0,65.0,0.47600000000000003,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,45.32,51.02,C,1850.0,1842.92,100.0,10.967,9152.0,3420.0,400.0,0.439,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190621.0,Down,19.05,80.95,C,1840.0,1842.92,100.0,237.717,21.0,84.0,18.0,0.428,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Down,87.93,8.62,P,1720.0,1842.92,107.0,85.619,58.0,156.0,50.0,0.428,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Up,54.06,43.14,C,1840.0,1842.92,100.0,53.126000000000005,357.0,384.0,80.0,0.425,25.37,1---1
AMZN,180718.0,20180726.0,amc,,200117.0,Up,0.0,100.0,P,1800.0,1842.92,102.0,210.408,31.0,195.0,20.0,0.42100000000000004,25.37,1---1
AMZN,180718.0,20180726.0,amc,,200117.0,Down,2.33,97.67,C,1840.0,1842.92,100.0,316.116,43.0,102.0,13.0,0.41100000000000003,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,49.54,46.16,C,1845.0,1842.92,100.0,12.748,3557.0,1102.0,313.0,0.39899999999999997,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,51.78,46.19,P,1840.0,1842.92,100.0,49.356,197.0,150.0,75.0,0.37,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180803.0,Up,63.33,34.17,C,1840.0,1842.92,100.0,59.50899999999999,120.0,123.0,62.0,0.369,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180803.0,Up,62.86,37.14,C,1845.0,1842.92,100.0,57.398,105.0,50.0,64.0,0.36700000000000005,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,51.35,43.2,C,1847.5,1842.92,100.0,12.026,1375.0,908.0,303.0,0.364,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180921.0,Down,0.0,100.0,C,1730.0,1842.92,107.0,159.922,27.0,514.0,22.0,0.35200000000000004,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,31.99,51.18,C,1825.0,1842.92,101.0,25.609,719.0,1086.0,133.0,0.341,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,50.95,45.32,P,1830.0,1842.92,101.0,8.135,2061.0,1018.0,416.0,0.33799999999999997,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,78.01,13.69,P,1770.0,1842.92,104.0,19.467,241.0,1241.0,170.0,0.331,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,40.34,59.66,P,1862.5,1842.92,99.0,26.686999999999998,290.0,100.0,123.0,0.32799999999999996,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180921.0,Up,19.53,65.63,P,1600.0,1842.92,115.0,14.54,256.0,765.0,216.0,0.314,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,52.81,47.19,P,1850.0,1842.92,100.0,52.306000000000004,89.0,117.0,59.0,0.309,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180817.0,Down,62.24,36.73,P,1850.0,1842.92,100.0,66.589,98.0,1612.0,46.0,0.306,25.37,1---1
AMZN,180718.0,20180726.0,amc,,200117.0,Up,71.43,28.57,C,1860.0,1842.92,99.0,305.21,14.0,97.0,-10.0,-0.305,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,28.21,69.23,C,1600.0,1842.92,115.0,243.503,39.0,2121.0,-13.0,-0.317,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180817.0,Up,75.41,24.59,C,1730.0,1842.92,107.0,139.95,61.0,473.0,-23.0,-0.322,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,66.67,33.33,C,1640.0,1842.92,112.0,201.146,24.0,859.0,-16.0,-0.322,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,32.0,66.0,C,1720.0,1842.92,107.0,123.19200000000001,50.0,906.0,-27.0,-0.33299999999999996,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Down,13.64,31.82,C,1630.0,1842.92,113.0,214.065,22.0,474.0,-16.0,-0.34299999999999997,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190621.0,Down,0.0,100.0,C,1200.0,1842.92,154.0,689.5,5.0,271.0,-5.0,-0.345,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,38.24,23.53,C,1650.0,1842.92,112.0,194.03599999999997,34.0,995.0,-20.0,-0.38799999999999996,25.37,1---1
AMZN,180718.0,20180726.0,amc,,200117.0,Up,100.0,0.0,C,1120.0,1842.92,165.0,808.0,5.0,61.0,-5.0,-0.40399999999999997,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180817.0,Up,77.27,22.73,C,1720.0,1842.92,107.0,149.25799999999998,44.0,755.0,-28.0,-0.418,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,53.72,42.98,C,1770.0,1842.92,104.0,75.078,121.0,2216.0,-60.0,-0.45,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,98.69,1.18,C,1690.0,1842.92,109.0,152.50799999999998,764.0,1144.0,-30.0,-0.45799999999999996,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190621.0,Up,72.22,27.78,C,1700.0,1842.92,108.0,313.111,18.0,358.0,-15.0,-0.47,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180720.0,Up,70.29,25.87,C,1830.0,1842.92,101.0,21.961,1848.0,2903.0,-221.0,-0.485,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180817.0,Up,52.94,45.59,C,1790.0,1842.92,103.0,97.90700000000001,68.0,231.0,-50.0,-0.49,25.37,1---1
AMZN,180718.0,20180726.0,amc,,190118.0,Down,11.69,88.31,C,1980.0,1842.92,93.0,101.666,77.0,525.0,-51.0,-0.518,25.37,1---1
AMZN,180718.0,20180726.0,amc,,180727.0,Down,84.62,12.33,P,1740.0,1842.92,106.0,12.274000000000001,819.0,1879.0,-448.0,-0.55,25.37,1---1
